wavenumber (1/cm),cross section (cm^2)
48349.000,4.134E-19
48350.000,4.132E-19
48351.000,4.131E-19
48352.000,4.130E-19
48353.000,4.128E-19
48354.000,4.127E-19
48355.000,4.124E-19
48356.000,4.122E-19
48357.000,4.120E-19
48358.000,4.117E-19
48359.000,4.115E-19
48360.000,4.113E-19
48361.000,4.111E-19
48362.000,4.110E-19
48363.000,4.108E-19
48364.000,4.107E-19
48365.000,4.105E-19
48366.000,4.105E-19
48367.000,4.104E-19
48368.000,4.104E-19
48369.000,4.101E-19
48370.000,4.099E-19
48371.000,4.097E-19
48372.000,4.096E-19
48373.000,4.095E-19
48374.000,4.094E-19
48375.000,4.093E-19
48376.000,4.091E-19
48377.000,4.089E-19
48378.000,4.086E-19
48379.000,4.084E-19
48380.000,4.084E-19
48381.000,4.083E-19
48382.000,4.083E-19
48383.000,4.082E-19
48384.000,4.080E-19
48385.000,4.079E-19
48386.000,4.077E-19
48387.000,4.076E-19
48388.000,4.074E-19
48389.000,4.073E-19
48390.000,4.071E-19
48391.000,4.069E-19
48392.000,4.067E-19
48393.000,4.066E-19
48394.000,4.065E-19
48395.000,4.063E-19
48396.000,4.062E-19
48397.000,4.061E-19
48398.000,4.060E-19
48399.000,4.058E-19
48400.000,4.057E-19
48401.000,4.055E-19
48402.000,4.054E-19
48403.000,4.052E-19
48404.000,4.050E-19
48405.000,4.048E-19
48406.000,4.045E-19
48407.000,4.043E-19
48408.000,4.041E-19
48409.000,4.040E-19
48410.000,4.038E-19
48411.000,4.037E-19
48412.000,4.036E-19
48413.000,4.034E-19
48414.000,4.032E-19
48415.000,4.031E-19
48416.000,4.030E-19
48417.000,4.029E-19
48418.000,4.027E-19
48419.000,4.024E-19
48420.000,4.022E-19
48421.000,4.020E-19
48422.000,4.019E-19
48423.000,4.017E-19
48424.000,4.016E-19
48425.000,4.014E-19
48426.000,4.012E-19
48427.000,4.011E-19
48428.000,4.010E-19
48429.000,4.009E-19
48430.000,4.009E-19
48431.000,4.008E-19
48432.000,4.007E-19
48433.000,4.005E-19
48434.000,4.003E-19
48435.000,4.002E-19
48436.000,4.000E-19
48437.000,3.997E-19
48438.000,3.993E-19
48439.000,3.990E-19
48440.000,3.987E-19
48441.000,3.985E-19
48442.000,3.984E-19
48443.000,3.982E-19
48444.000,3.980E-19
48445.000,3.979E-19
48446.000,3.979E-19
48447.000,3.978E-19
48448.000,3.978E-19
48449.000,3.977E-19
48450.000,3.977E-19
48451.000,3.977E-19
48452.000,3.977E-19
48453.000,3.976E-19
48454.000,3.974E-19
48455.000,3.972E-19
48456.000,3.971E-19
48457.000,3.969E-19
48458.000,3.967E-19
48459.000,3.965E-19
48460.000,3.964E-19
48461.000,3.963E-19
48462.000,3.962E-19
48463.000,3.962E-19
48464.000,3.961E-19
48465.000,3.960E-19
48466.000,3.959E-19
48467.000,3.958E-19
48468.000,3.958E-19
48469.000,3.957E-19
48470.000,3.957E-19
48471.000,3.956E-19
48472.000,3.954E-19
48473.000,3.953E-19
48474.000,3.951E-19
48475.000,3.949E-19
48476.000,3.947E-19
48477.000,3.946E-19
48478.000,3.944E-19
48479.000,3.942E-19
48480.000,3.941E-19
48481.000,3.939E-19
48482.000,3.937E-19
48483.000,3.936E-19
48484.000,3.936E-19
48485.000,3.935E-19
48486.000,3.935E-19
48487.000,3.934E-19
48488.000,3.933E-19
48489.000,3.932E-19
48490.000,3.931E-19
48491.000,3.929E-19
48492.000,3.927E-19
48493.000,3.925E-19
48494.000,3.923E-19
48495.000,3.922E-19
48496.000,3.920E-19
48497.000,3.919E-19
48498.000,3.917E-19
48499.000,3.915E-19
48500.000,3.913E-19
48501.000,3.911E-19
48502.000,3.911E-19
48503.000,3.910E-19
48504.000,3.910E-19
48505.000,3.909E-19
48506.000,3.909E-19
48507.000,3.908E-19
48508.000,3.907E-19
48509.000,3.906E-19
48510.000,3.905E-19
48511.000,3.904E-19
48512.000,3.903E-19
48513.000,3.901E-19
48514.000,3.899E-19
48515.000,3.897E-19
48516.000,3.896E-19
48517.000,3.894E-19
48518.000,3.893E-19
48519.000,3.892E-19
48520.000,3.890E-19
48521.000,3.888E-19
48522.000,3.886E-19
48523.000,3.885E-19
48524.000,3.885E-19
48525.000,3.884E-19
48526.000,3.882E-19
48527.000,3.881E-19
48528.000,3.880E-19
48529.000,3.879E-19
48530.000,3.878E-19
48531.000,3.876E-19
48532.000,3.874E-19
48533.000,3.873E-19
48534.000,3.871E-19
48535.000,3.870E-19
48536.000,3.870E-19
48537.000,3.869E-19
48538.000,3.867E-19
48539.000,3.865E-19
48540.000,3.863E-19
48541.000,3.861E-19
48542.000,3.860E-19
48543.000,3.859E-19
48544.000,3.858E-19
48545.000,3.857E-19
48546.000,3.856E-19
48547.000,3.854E-19
48548.000,3.852E-19
48549.000,3.851E-19
48550.000,3.849E-19
48551.000,3.848E-19
48552.000,3.846E-19
48553.000,3.844E-19
48554.000,3.843E-19
48555.000,3.842E-19
48556.000,3.841E-19
48557.000,3.839E-19
48558.000,3.838E-19
48559.000,3.836E-19
48560.000,3.835E-19
48561.000,3.834E-19
48562.000,3.833E-19
48563.000,3.832E-19
48564.000,3.832E-19
48565.000,3.832E-19
48566.000,3.831E-19
48567.000,3.830E-19
48568.000,3.828E-19
48569.000,3.827E-19
48570.000,3.825E-19
48571.000,3.823E-19
48572.000,3.820E-19
48573.000,3.819E-19
48574.000,3.817E-19
48575.000,3.815E-19
48576.000,3.814E-19
48577.000,3.812E-19
48578.000,3.810E-19
48579.000,3.808E-19
48580.000,3.806E-19
48581.000,3.805E-19
48582.000,3.805E-19
48583.000,3.805E-19
48584.000,3.805E-19
48585.000,3.805E-19
48586.000,3.804E-19
48587.000,3.803E-19
48588.000,3.801E-19
48589.000,3.800E-19
48590.000,3.799E-19
48591.000,3.798E-19
48592.000,3.797E-19
48593.000,3.796E-19
48594.000,3.795E-19
48595.000,3.794E-19
48596.000,3.793E-19
48597.000,3.791E-19
48598.000,3.789E-19
48599.000,3.788E-19
48600.000,3.786E-19
48601.000,3.785E-19
48602.000,3.784E-19
48603.000,3.783E-19
48604.000,3.781E-19
48605.000,3.780E-19
48606.000,3.778E-19
48607.000,3.776E-19
48608.000,3.775E-19
48609.000,3.775E-19
48610.000,3.774E-19
48611.000,3.773E-19
48612.000,3.771E-19
48613.000,3.770E-19
48614.000,3.769E-19
48615.000,3.768E-19
48616.000,3.768E-19
48617.000,3.767E-19
48618.000,3.765E-19
48619.000,3.764E-19
48620.000,3.763E-19
48621.000,3.762E-19
48622.000,3.761E-19
48623.000,3.760E-19
48624.000,3.759E-19
48625.000,3.759E-19
48626.000,3.758E-19
48627.000,3.757E-19
48628.000,3.755E-19
48629.000,3.754E-19
48630.000,3.751E-19
48631.000,3.749E-19
48632.000,3.748E-19
48633.000,3.746E-19
48634.000,3.745E-19
48635.000,3.744E-19
48636.000,3.743E-19
48637.000,3.741E-19
48638.000,3.740E-19
48639.000,3.739E-19
48640.000,3.738E-19
48641.000,3.737E-19
48642.000,3.737E-19
48643.000,3.736E-19
48644.000,3.735E-19
48645.000,3.735E-19
48646.000,3.733E-19
48647.000,3.732E-19
48648.000,3.730E-19
48649.000,3.727E-19
48650.000,3.724E-19
48651.000,3.721E-19
48652.000,3.719E-19
48653.000,3.718E-19
48654.000,3.717E-19
48655.000,3.716E-19
48656.000,3.714E-19
48657.000,3.712E-19
48658.000,3.711E-19
48659.000,3.710E-19
48660.000,3.709E-19
48661.000,3.708E-19
48662.000,3.707E-19
48663.000,3.706E-19
48664.000,3.705E-19
48665.000,3.704E-19
48666.000,3.702E-19
48667.000,3.701E-19
48668.000,3.700E-19
48669.000,3.698E-19
48670.000,3.697E-19
48671.000,3.696E-19
48672.000,3.695E-19
48673.000,3.693E-19
48674.000,3.692E-19
48675.000,3.690E-19
48676.000,3.689E-19
48677.000,3.689E-19
48678.000,3.688E-19
48679.000,3.687E-19
48680.000,3.686E-19
48681.000,3.685E-19
48682.000,3.685E-19
48683.000,3.684E-19
48684.000,3.682E-19
48685.000,3.681E-19
48686.000,3.680E-19
48687.000,3.680E-19
48688.000,3.679E-19
48689.000,3.678E-19
48690.000,3.676E-19
48691.000,3.674E-19
48692.000,3.673E-19
48693.000,3.671E-19
48694.000,3.669E-19
48695.000,3.667E-19
48696.000,3.666E-19
48697.000,3.666E-19
48698.000,3.665E-19
48699.000,3.665E-19
48700.000,3.664E-19
48701.000,3.664E-19
48702.000,3.665E-19
48703.000,3.664E-19
48704.000,3.663E-19
48705.000,3.662E-19
48706.000,3.661E-19
48707.000,3.660E-19
48708.000,3.658E-19
48709.000,3.655E-19
48710.000,3.654E-19
48711.000,3.653E-19
48712.000,3.652E-19
48713.000,3.650E-19
48714.000,3.648E-19
48715.000,3.647E-19
48716.000,3.646E-19
48717.000,3.646E-19
48718.000,3.645E-19
48719.000,3.645E-19
48720.000,3.645E-19
48721.000,3.644E-19
48722.000,3.642E-19
48723.000,3.640E-19
48724.000,3.639E-19
48725.000,3.638E-19
48726.000,3.637E-19
48727.000,3.635E-19
48728.000,3.633E-19
48729.000,3.633E-19
48730.000,3.632E-19
48731.000,3.632E-19
48732.000,3.630E-19
48733.000,3.628E-19
48734.000,3.627E-19
48735.000,3.626E-19
48736.000,3.626E-19
48737.000,3.625E-19
48738.000,3.625E-19
48739.000,3.622E-19
48740.000,3.620E-19
48741.000,3.618E-19
48742.000,3.616E-19
48743.000,3.616E-19
48744.000,3.615E-19
48745.000,3.615E-19
48746.000,3.614E-19
48747.000,3.612E-19
48748.000,3.611E-19
48749.000,3.611E-19
48750.000,3.610E-19
48751.000,3.609E-19
48752.000,3.608E-19
48753.000,3.607E-19
48754.000,3.606E-19
48755.000,3.605E-19
48756.000,3.605E-19
48757.000,3.604E-19
48758.000,3.602E-19
48759.000,3.600E-19
48760.000,3.599E-19
48761.000,3.598E-19
48762.000,3.597E-19
48763.000,3.597E-19
48764.000,3.596E-19
48765.000,3.595E-19
48766.000,3.594E-19
48767.000,3.593E-19
48768.000,3.592E-19
48769.000,3.591E-19
48770.000,3.590E-19
48771.000,3.588E-19
48772.000,3.586E-19
48773.000,3.584E-19
48774.000,3.583E-19
48775.000,3.582E-19
48776.000,3.581E-19
48777.000,3.579E-19
48778.000,3.578E-19
48779.000,3.577E-19
48780.000,3.576E-19
48781.000,3.575E-19
48782.000,3.575E-19
48783.000,3.574E-19
48784.000,3.572E-19
48785.000,3.570E-19
48786.000,3.569E-19
48787.000,3.568E-19
48788.000,3.567E-19
48789.000,3.565E-19
48790.000,3.564E-19
48791.000,3.562E-19
48792.000,3.561E-19
48793.000,3.561E-19
48794.000,3.561E-19
48795.000,3.561E-19
48796.000,3.560E-19
48797.000,3.559E-19
48798.000,3.558E-19
48799.000,3.558E-19
48800.000,3.557E-19
48801.000,3.556E-19
48802.000,3.555E-19
48803.000,3.554E-19
48804.000,3.552E-19
48805.000,3.551E-19
48806.000,3.551E-19
48807.000,3.550E-19
48808.000,3.548E-19
48809.000,3.547E-19
48810.000,3.546E-19
48811.000,3.545E-19
48812.000,3.544E-19
48813.000,3.544E-19
48814.000,3.543E-19
48815.000,3.542E-19
48816.000,3.541E-19
48817.000,3.540E-19
48818.000,3.540E-19
48819.000,3.539E-19
48820.000,3.537E-19
48821.000,3.536E-19
48822.000,3.535E-19
48823.000,3.535E-19
48824.000,3.534E-19
48825.000,3.533E-19
48826.000,3.532E-19
48827.000,3.532E-19
48828.000,3.531E-19
48829.000,3.531E-19
48830.000,3.531E-19
48831.000,3.531E-19
48832.000,3.530E-19
48833.000,3.529E-19
48834.000,3.528E-19
48835.000,3.526E-19
48836.000,3.526E-19
48837.000,3.525E-19
48838.000,3.525E-19
48839.000,3.523E-19
48840.000,3.522E-19
48841.000,3.520E-19
48842.000,3.519E-19
48843.000,3.518E-19
48844.000,3.518E-19
48845.000,3.517E-19
48846.000,3.516E-19
48847.000,3.514E-19
48848.000,3.513E-19
48849.000,3.512E-19
48850.000,3.511E-19
48851.000,3.509E-19
48852.000,3.508E-19
48853.000,3.506E-19
48854.000,3.505E-19
48855.000,3.505E-19
48856.000,3.504E-19
48857.000,3.504E-19
48858.000,3.503E-19
48859.000,3.502E-19
48860.000,3.502E-19
48861.000,3.501E-19
48862.000,3.501E-19
48863.000,3.500E-19
48864.000,3.499E-19
48865.000,3.498E-19
48866.000,3.497E-19
48867.000,3.496E-19
48868.000,3.494E-19
48869.000,3.493E-19
48870.000,3.492E-19
48871.000,3.491E-19
48872.000,3.490E-19
48873.000,3.489E-19
48874.000,3.488E-19
48875.000,3.487E-19
48876.000,3.486E-19
48877.000,3.484E-19
48878.000,3.482E-19
48879.000,3.480E-19
48880.000,3.478E-19
48881.000,3.476E-19
48882.000,3.475E-19
48883.000,3.473E-19
48884.000,3.473E-19
48885.000,3.472E-19
48886.000,3.471E-19
48887.000,3.470E-19
48888.000,3.469E-19
48889.000,3.468E-19
48890.000,3.467E-19
48891.000,3.466E-19
48892.000,3.465E-19
48893.000,3.464E-19
48894.000,3.463E-19
48895.000,3.463E-19
48896.000,3.462E-19
48897.000,3.461E-19
48898.000,3.460E-19
48899.000,3.459E-19
48900.000,3.458E-19
48901.000,3.457E-19
48902.000,3.456E-19
48903.000,3.456E-19
48904.000,3.455E-19
48905.000,3.455E-19
48906.000,3.454E-19
48907.000,3.453E-19
48908.000,3.452E-19
48909.000,3.451E-19
48910.000,3.450E-19
48911.000,3.450E-19
48912.000,3.449E-19
48913.000,3.448E-19
48914.000,3.448E-19
48915.000,3.447E-19
48916.000,3.447E-19
48917.000,3.446E-19
48918.000,3.446E-19
48919.000,3.445E-19
48920.000,3.444E-19
48921.000,3.443E-19
48922.000,3.442E-19
48923.000,3.441E-19
48924.000,3.440E-19
48925.000,3.438E-19
48926.000,3.436E-19
48927.000,3.435E-19
48928.000,3.434E-19
48929.000,3.434E-19
48930.000,3.433E-19
48931.000,3.433E-19
48932.000,3.432E-19
48933.000,3.431E-19
48934.000,3.431E-19
48935.000,3.431E-19
48936.000,3.431E-19
48937.000,3.430E-19
48938.000,3.429E-19
48939.000,3.429E-19
48940.000,3.429E-19
48941.000,3.428E-19
48942.000,3.427E-19
48943.000,3.426E-19
48944.000,3.425E-19
48945.000,3.424E-19
48946.000,3.423E-19
48947.000,3.423E-19
48948.000,3.422E-19
48949.000,3.421E-19
48950.000,3.420E-19
48951.000,3.419E-19
48952.000,3.419E-19
48953.000,3.419E-19
48954.000,3.418E-19
48955.000,3.418E-19
48956.000,3.417E-19
48957.000,3.415E-19
48958.000,3.415E-19
48959.000,3.416E-19
48960.000,3.416E-19
48961.000,3.416E-19
48962.000,3.415E-19
48963.000,3.415E-19
48964.000,3.414E-19
48965.000,3.413E-19
48966.000,3.413E-19
48967.000,3.412E-19
48968.000,3.410E-19
48969.000,3.408E-19
48970.000,3.407E-19
48971.000,3.406E-19
48972.000,3.405E-19
48973.000,3.404E-19
48974.000,3.403E-19
48975.000,3.401E-19
48976.000,3.400E-19
48977.000,3.400E-19
48978.000,3.399E-19
48979.000,3.399E-19
48980.000,3.399E-19
48981.000,3.398E-19
48982.000,3.398E-19
48983.000,3.397E-19
48984.000,3.397E-19
48985.000,3.397E-19
48986.000,3.397E-19
48987.000,3.397E-19
48988.000,3.397E-19
48989.000,3.397E-19
48990.000,3.396E-19
48991.000,3.396E-19
48992.000,3.396E-19
48993.000,3.395E-19
48994.000,3.394E-19
48995.000,3.392E-19
48996.000,3.391E-19
48997.000,3.389E-19
48998.000,3.388E-19
48999.000,3.387E-19
49000.000,3.386E-19
49001.000,3.385E-19
49002.000,3.384E-19
49003.000,3.383E-19
49004.000,3.383E-19
49005.000,3.382E-19
49006.000,3.382E-19
49007.000,3.381E-19
49008.000,3.381E-19
49009.000,3.382E-19
49010.000,3.382E-19
49011.000,3.382E-19
49012.000,3.381E-19
49013.000,3.380E-19
49014.000,3.380E-19
49015.000,3.379E-19
49016.000,3.379E-19
49017.000,3.379E-19
49018.000,3.378E-19
49019.000,3.378E-19
49020.000,3.377E-19
49021.000,3.376E-19
49022.000,3.376E-19
49023.000,3.374E-19
49024.000,3.373E-19
49025.000,3.372E-19
49026.000,3.372E-19
49027.000,3.371E-19
49028.000,3.370E-19
49029.000,3.369E-19
49030.000,3.368E-19
49031.000,3.367E-19
49032.000,3.366E-19
49033.000,3.364E-19
49034.000,3.363E-19
49035.000,3.361E-19
49036.000,3.360E-19
49037.000,3.359E-19
49038.000,3.357E-19
49039.000,3.356E-19
49040.000,3.355E-19
49041.000,3.354E-19
49042.000,3.353E-19
49043.000,3.352E-19
49044.000,3.351E-19
49045.000,3.351E-19
49046.000,3.350E-19
49047.000,3.350E-19
49048.000,3.350E-19
49049.000,3.350E-19
49050.000,3.350E-19
49051.000,3.350E-19
49052.000,3.350E-19
49053.000,3.350E-19
49054.000,3.349E-19
49055.000,3.349E-19
49056.000,3.348E-19
49057.000,3.346E-19
49058.000,3.344E-19
49059.000,3.342E-19
49060.000,3.341E-19
49061.000,3.340E-19
49062.000,3.340E-19
49063.000,3.339E-19
49064.000,3.337E-19
49065.000,3.335E-19
49066.000,3.335E-19
49067.000,3.335E-19
49068.000,3.335E-19
49069.000,3.334E-19
49070.000,3.334E-19
49071.000,3.334E-19
49072.000,3.333E-19
49073.000,3.333E-19
49074.000,3.332E-19
49075.000,3.331E-19
49076.000,3.330E-19
49077.000,3.330E-19
49078.000,3.330E-19
49079.000,3.329E-19
49080.000,3.329E-19
49081.000,3.329E-19
49082.000,3.330E-19
49083.000,3.330E-19
49084.000,3.329E-19
49085.000,3.329E-19
49086.000,3.329E-19
49087.000,3.330E-19
49088.000,3.330E-19
49089.000,3.331E-19
49090.000,3.330E-19
49091.000,3.330E-19
49092.000,3.329E-19
49093.000,3.328E-19
49094.000,3.326E-19
49095.000,3.325E-19
49096.000,3.323E-19
49097.000,3.322E-19
49098.000,3.320E-19
49099.000,3.319E-19
49100.000,3.318E-19
49101.000,3.318E-19
49102.000,3.317E-19
49103.000,3.316E-19
49104.000,3.315E-19
49105.000,3.314E-19
49106.000,3.313E-19
49107.000,3.313E-19
49108.000,3.314E-19
49109.000,3.314E-19
49110.000,3.314E-19
49111.000,3.313E-19
49112.000,3.312E-19
49113.000,3.312E-19
49114.000,3.311E-19
49115.000,3.310E-19
49116.000,3.308E-19
49117.000,3.306E-19
49118.000,3.305E-19
49119.000,3.304E-19
49120.000,3.304E-19
49121.000,3.303E-19
49122.000,3.302E-19
49123.000,3.302E-19
49124.000,3.301E-19
49125.000,3.301E-19
49126.000,3.300E-19
49127.000,3.300E-19
49128.000,3.301E-19
49129.000,3.300E-19
49130.000,3.299E-19
49131.000,3.299E-19
49132.000,3.299E-19
49133.000,3.299E-19
49134.000,3.299E-19
49135.000,3.298E-19
49136.000,3.298E-19
49137.000,3.299E-19
49138.000,3.299E-19
49139.000,3.299E-19
49140.000,3.299E-19
49141.000,3.299E-19
49142.000,3.298E-19
49143.000,3.297E-19
49144.000,3.297E-19
49145.000,3.296E-19
49146.000,3.295E-19
49147.000,3.293E-19
49148.000,3.292E-19
49149.000,3.292E-19
49150.000,3.291E-19
49151.000,3.290E-19
49152.000,3.289E-19
49153.000,3.288E-19
49154.000,3.288E-19
49155.000,3.287E-19
49156.000,3.286E-19
49157.000,3.285E-19
49158.000,3.283E-19
49159.000,3.280E-19
49160.000,3.278E-19
49161.000,3.277E-19
49162.000,3.275E-19
49163.000,3.273E-19
49164.000,3.271E-19
49165.000,3.270E-19
49166.000,3.270E-19
49167.000,3.269E-19
49168.000,3.270E-19
49169.000,3.270E-19
49170.000,3.271E-19
49171.000,3.271E-19
49172.000,3.272E-19
49173.000,3.274E-19
49174.000,3.275E-19
49175.000,3.276E-19
49176.000,3.277E-19
49177.000,3.277E-19
49178.000,3.278E-19
49179.000,3.278E-19
49180.000,3.277E-19
49181.000,3.277E-19
49182.000,3.277E-19
49183.000,3.277E-19
49184.000,3.277E-19
49185.000,3.276E-19
49186.000,3.275E-19
49187.000,3.273E-19
49188.000,3.272E-19
49189.000,3.271E-19
49190.000,3.271E-19
49191.000,3.270E-19
49192.000,3.270E-19
49193.000,3.269E-19
49194.000,3.269E-19
49195.000,3.269E-19
49196.000,3.269E-19
49197.000,3.268E-19
49198.000,3.267E-19
49199.000,3.266E-19
49200.000,3.265E-19
49201.000,3.265E-19
49202.000,3.264E-19
49203.000,3.264E-19
49204.000,3.264E-19
49205.000,3.263E-19
49206.000,3.262E-19
49207.000,3.260E-19
49208.000,3.259E-19
49209.000,3.257E-19
49210.000,3.255E-19
49211.000,3.255E-19
49212.000,3.254E-19
49213.000,3.254E-19
49214.000,3.253E-19
49215.000,3.252E-19
49216.000,3.251E-19
49217.000,3.250E-19
49218.000,3.250E-19
49219.000,3.249E-19
49220.000,3.249E-19
49221.000,3.250E-19
49222.000,3.250E-19
49223.000,3.250E-19
49224.000,3.251E-19
49225.000,3.251E-19
49226.000,3.251E-19
49227.000,3.250E-19
49228.000,3.249E-19
49229.000,3.249E-19
49230.000,3.248E-19
49231.000,3.246E-19
49232.000,3.245E-19
49233.000,3.243E-19
49234.000,3.242E-19
49235.000,3.242E-19
49236.000,3.241E-19
49237.000,3.241E-19
49238.000,3.240E-19
49239.000,3.239E-19
49240.000,3.239E-19
49241.000,3.239E-19
49242.000,3.239E-19
49243.000,3.239E-19
49244.000,3.239E-19
49245.000,3.240E-19
49246.000,3.240E-19
49247.000,3.241E-19
49248.000,3.241E-19
49249.000,3.240E-19
49250.000,3.240E-19
49251.000,3.239E-19
49252.000,3.239E-19
49253.000,3.239E-19
49254.000,3.239E-19
49255.000,3.240E-19
49256.000,3.241E-19
49257.000,3.241E-19
49258.000,3.240E-19
49259.000,3.240E-19
49260.000,3.239E-19
49261.000,3.237E-19
49262.000,3.235E-19
49263.000,3.234E-19
49264.000,3.232E-19
49265.000,3.230E-19
49266.000,3.229E-19
49267.000,3.226E-19
49268.000,3.224E-19
49269.000,3.223E-19
49270.000,3.221E-19
49271.000,3.220E-19
49272.000,3.218E-19
49273.000,3.217E-19
49274.000,3.217E-19
49275.000,3.217E-19
49276.000,3.217E-19
49277.000,3.216E-19
49278.000,3.215E-19
49279.000,3.215E-19
49280.000,3.214E-19
49281.000,3.214E-19
49282.000,3.214E-19
49283.000,3.214E-19
49284.000,3.213E-19
49285.000,3.213E-19
49286.000,3.213E-19
49287.000,3.212E-19
49288.000,3.212E-19
49289.000,3.212E-19
49290.000,3.211E-19
49291.000,3.211E-19
49292.000,3.211E-19
49293.000,3.211E-19
49294.000,3.211E-19
49295.000,3.210E-19
49296.000,3.210E-19
49297.000,3.209E-19
49298.000,3.209E-19
49299.000,3.209E-19
49300.000,3.209E-19
49301.000,3.210E-19
49302.000,3.211E-19
49303.000,3.212E-19
49304.000,3.212E-19
49305.000,3.213E-19
49306.000,3.213E-19
49307.000,3.213E-19
49308.000,3.213E-19
49309.000,3.214E-19
49310.000,3.214E-19
49311.000,3.213E-19
49312.000,3.212E-19
49313.000,3.212E-19
49314.000,3.211E-19
49315.000,3.211E-19
49316.000,3.211E-19
49317.000,3.210E-19
49318.000,3.210E-19
49319.000,3.209E-19
49320.000,3.209E-19
49321.000,3.209E-19
49322.000,3.209E-19
49323.000,3.209E-19
49324.000,3.208E-19
49325.000,3.208E-19
49326.000,3.209E-19
49327.000,3.209E-19
49328.000,3.209E-19
49329.000,3.208E-19
49330.000,3.207E-19
49331.000,3.206E-19
49332.000,3.205E-19
49333.000,3.203E-19
49334.000,3.202E-19
49335.000,3.202E-19
49336.000,3.202E-19
49337.000,3.202E-19
49338.000,3.202E-19
49339.000,3.202E-19
49340.000,3.202E-19
49341.000,3.202E-19
49342.000,3.201E-19
49343.000,3.201E-19
49344.000,3.200E-19
49345.000,3.200E-19
49346.000,3.200E-19
49347.000,3.199E-19
49348.000,3.198E-19
49349.000,3.197E-19
49350.000,3.195E-19
49351.000,3.193E-19
49352.000,3.190E-19
49353.000,3.187E-19
49354.000,3.186E-19
49355.000,3.186E-19
49356.000,3.185E-19
49357.000,3.184E-19
49358.000,3.184E-19
49359.000,3.184E-19
49360.000,3.184E-19
49361.000,3.184E-19
49362.000,3.184E-19
49363.000,3.184E-19
49364.000,3.184E-19
49365.000,3.183E-19
49366.000,3.183E-19
49367.000,3.183E-19
49368.000,3.183E-19
49369.000,3.183E-19
49370.000,3.182E-19
49371.000,3.182E-19
49372.000,3.182E-19
49373.000,3.181E-19
49374.000,3.182E-19
49375.000,3.182E-19
49376.000,3.181E-19
49377.000,3.181E-19
49378.000,3.180E-19
49379.000,3.181E-19
49380.000,3.181E-19
49381.000,3.181E-19
49382.000,3.181E-19
49383.000,3.181E-19
49384.000,3.181E-19
49385.000,3.180E-19
49386.000,3.180E-19
49387.000,3.180E-19
49388.000,3.180E-19
49389.000,3.179E-19
49390.000,3.178E-19
49391.000,3.177E-19
49392.000,3.176E-19
49393.000,3.175E-19
49394.000,3.174E-19
49395.000,3.173E-19
49396.000,3.170E-19
49397.000,3.167E-19
49398.000,3.166E-19
49399.000,3.165E-19
49400.000,3.164E-19
49401.000,3.163E-19
49402.000,3.161E-19
49403.000,3.160E-19
49404.000,3.159E-19
49405.000,3.158E-19
49406.000,3.158E-19
49407.000,3.158E-19
49408.000,3.158E-19
49409.000,3.159E-19
49410.000,3.159E-19
49411.000,3.158E-19
49412.000,3.158E-19
49413.000,3.157E-19
49414.000,3.156E-19
49415.000,3.156E-19
49416.000,3.157E-19
49417.000,3.157E-19
49418.000,3.156E-19
49419.000,3.156E-19
49420.000,3.156E-19
49421.000,3.156E-19
49422.000,3.156E-19
49423.000,3.156E-19
49424.000,3.156E-19
49425.000,3.156E-19
49426.000,3.156E-19
49427.000,3.156E-19
49428.000,3.156E-19
49429.000,3.156E-19
49430.000,3.155E-19
49431.000,3.155E-19
49432.000,3.154E-19
49433.000,3.153E-19
49434.000,3.152E-19
49435.000,3.152E-19
49436.000,3.151E-19
49437.000,3.151E-19
49438.000,3.150E-19
49439.000,3.150E-19
49440.000,3.150E-19
49441.000,3.149E-19
49442.000,3.149E-19
49443.000,3.148E-19
49444.000,3.148E-19
49445.000,3.147E-19
49446.000,3.146E-19
49447.000,3.146E-19
49448.000,3.145E-19
49449.000,3.145E-19
49450.000,3.142E-19
49451.000,3.140E-19
49452.000,3.139E-19
49453.000,3.139E-19
49454.000,3.138E-19
49455.000,3.138E-19
49456.000,3.138E-19
49457.000,3.139E-19
49458.000,3.141E-19
49459.000,3.141E-19
49460.000,3.142E-19
49461.000,3.142E-19
49462.000,3.143E-19
49463.000,3.144E-19
49464.000,3.144E-19
49465.000,3.145E-19
49466.000,3.145E-19
49467.000,3.145E-19
49468.000,3.145E-19
49469.000,3.144E-19
49470.000,3.144E-19
49471.000,3.143E-19
49472.000,3.142E-19
49473.000,3.141E-19
49474.000,3.140E-19
49475.000,3.140E-19
49476.000,3.139E-19
49477.000,3.139E-19
49478.000,3.139E-19
49479.000,3.139E-19
49480.000,3.139E-19
49481.000,3.139E-19
49482.000,3.138E-19
49483.000,3.138E-19
49484.000,3.138E-19
49485.000,3.137E-19
49486.000,3.137E-19
49487.000,3.138E-19
49488.000,3.138E-19
49489.000,3.138E-19
49490.000,3.138E-19
49491.000,3.138E-19
49492.000,3.137E-19
49493.000,3.137E-19
49494.000,3.137E-19
49495.000,3.137E-19
49496.000,3.137E-19
49497.000,3.137E-19
49498.000,3.137E-19
49499.000,3.138E-19
49500.000,3.138E-19
49501.000,3.139E-19
49502.000,3.140E-19
49503.000,3.141E-19
49504.000,3.141E-19
49505.000,3.142E-19
49506.000,3.142E-19
49507.000,3.143E-19
49508.000,3.143E-19
49509.000,3.143E-19
49510.000,3.143E-19
49511.000,3.142E-19
49512.000,3.142E-19
